y_pred,y_test
0.6108777193397277,1
0.9414566422007212,1
0.9601427666215183,1
0.9945732823840646,1
0.526910845164245,1
0.817536078656719,1
0.9531242479103951,1
0.9022708644316214,1
0.9137806971384371,1
0.9589073324045465,1
0.8126999356017819,1
0.9202403430450075,1
0.9666927872049409,1
0.7398566829429536,1
0.9994507348128117,1
0.8699429209074441,1
0.7169458224355099,1
0.6206740439285562,1
0.7782477065486615,1
0.999510755737531,1
0.6222805141006532,1
0.9101386250699285,1
0.9392654671510053,1
0.7042143713691886,1
0.9899063783622869,1
0.9984884971208096,1
0.9893956939823622,1
0.6173053052869797,1
0.5994133923310844,1
0.7627981122461411,1
0.8228259660465228,1
0.9681260365399877,1
0.9693876939167403,1
0.9838581059841184,1
0.8190383715437765,1
0.9438175046887697,1
0.6665368235033549,1
0.9998617765066796,1
0.9881697861292998,1
0.9856484598214257,1
0.9995161421681925,1
0.9562743478258021,1
0.8952807884028098,1
0.5880642571832053,1
0.9730564916280946,1
0.9996419895350552,1
0.396034996592164,1
0.6753558482030457,1
0.9329485127752238,1
0.9699186123101611,1
0.9210643643045517,1
0.834132165124575,1
0.9512900290506714,1
0.39106065282894753,1
0.9996080795810429,1
0.9560747366574177,1
0.8119146591717581,1
0.9985875889734148,1
0.9879245650677189,1
0.7466066001586875,1
0.0,1
0.6084324321000285,1
0.7191562565993634,1
0.9603186646229788,1
0.9751717272405184,1
0.9796423356296594,1
0.9565811254028531,1
0.9896948861400741,1
0.9026706103856758,1
0.15156097404982272,1
0.9408431002321586,1
0.9981671310164529,1
0.8268545943000847,1
0.9989688250049124,1
0.999812954512679,1
0.998398515659221,1
0.9653222242779501,1
0.9039901776228897,1
0.9752602091371803,1
0.999242077717062,1
0.8349272617360932,1
0.9669064820646318,1
0.743199300641544,1
0.5278279054841126,1
0.0,1
0.9969611852791698,1
0.43744219917902094,1
0.9489213345641022,1
0.9999856219276582,1
0.27121554253443125,1
0.8048070725345953,1
0.9637087028688819,1
0.7686785209876746,1
0.7159171473546867,1
0.7680828992528506,1
0.918938226883069,1
0.9035672377916817,1
0.9854291293427889,1
0.9406921225123315,1
0.9546339781850041,1
0.9999264435607146,1
0.9825945354770774,1
0.9999756509837542,1
0.9477323004052138,1
0.680880657890768,1
0.8198941456603951,1
0.9109695373915015,1
0.5928333475458158,1
0.8792616724490449,1
0.7331324133649977,1
0.7550147321296424,1
0.9957405124519143,1
0.8215610873718654,1
0.5092306715509154,1
0.9913992592580253,1
0.9267796870322693,1
0.7695810885141547,1
0.9308892548325006,1
0.9967539932916728,1
0.9234304596181135,1
0.9927460215971999,1
0.9933167985147748,1
0.6559194752977433,1
0.9583592239546211,1
0.5496777928884857,1
0.8052035345218987,1
0.9581903806079984,1
0.996480494348428,1
0.9776951626321282,1
0.9878726960424461,1
0.875963751596295,1
0.9340211874411132,1
0.9556918592817932,1
0.9167910541799162,1
0.8092071729010326,1
0.933287060855167,1
0.8271687362767297,1
0.9994442376457917,1
0.9437577026323763,1
0.9266911750817917,1
0.5275065905959517,1
0.9762104126840665,1
0.9658002428120813,1
0.892370002589647,1
0.6072289368787276,1
0.9607801275502186,1
0.6818608770297723,1
0.9772410908676157,1
0.3747804290199114,1
0.9895937185477486,1
0.8754267757541843,1
0.945703353083088,1
0.9610363209250391,1
0.9919931307297852,1
0.6780974020031272,1
0.7042332844724373,1
0.9894347905104384,1
0.9784239839543797,1
0.8503852467047914,1
0.9880731139277545,1
0.9823676764843454,1
0.9970193298638139,1
0.6680827348108013,1
0.8435048162611947,1
0.982164377552456,1
0.9937758519452399,1
0.9829327035002513,1
0.990094280021584,1
0.999855405194223,1
0.9949759311201788,1
0.31769345094604984,1
0.7507014124880611,1
0.8608107498731634,1
0.9994032842678539,1
0.971455543359994,1
0.9979806093112891,1
0.9700356688441002,1
0.9116740091779396,1
0.9984841292499343,1
0.9326983720591616,1
0.9687652626541456,1
0.8419101276547487,1
0.8592859766033598,1
0.9886124180189473,1
0.9581012006276096,1
0.8321812571316678,1
0.5772116756372654,1
0.9514742276914736,1
0.08420179244620907,1
0.9980486215891763,1
0.9720923923927431,1
0.25270204769705784,1
0.9213948906199656,1
0.8454783916778241,1
0.9973647531390194,1
0.9120603091227267,1
0.9256575362114674,1
0.6652919763133188,1
0.9867798910789847,1
0.9824974994097531,1
0.2978354747071451,0
1.2337316723404226e-05,0
0.11858691235096752,0
0.0029408951197745113,0
0.007188587846347021,0
0.10048942037371815,0
0.44234991120757117,0
0.04407380032000478,0
0.005459005856742365,0
0.21900025118461816,0
0.24073667481988906,0
0.007093230997814955,0
0.05090929525906372,0
0.10241442552225796,0
0.1009560835251347,0
0.002916689542103956,0
0.03671060258368874,0
0.004192392759318913,0
0.058483430582740324,0
0.12805678791129968,0
0.013196345319365487,0
0.01782704905951448,0
0.010140926717927828,0
0.02491796441836339,0
0.013446500050737008,0
0.021604867822597445,0
0.12729753379241232,0
0.047201803431369094,0
0.05890293017292649,0
0.0026471615686761403,0
0.05338609598322395,0
0.05696959103194029,0
0.051183248966137275,0
0.08120111834040118,0
0.37325559026596344,0
0.007525666342146585,0
0.08253990395185816,0
0.0945917396282692,0
0.008416295805988053,0
0.05534839816879469,0
0.49373779103288173,0
0.02402965857991108,0
0.0790841589624873,0
0.10767872332370595,0
0.005158046307624289,0
0.0011446731897967384,0
0.0508601405458182,0
0.00940682072078335,0
0.005337645925043162,0
0.08411819217794934,0
0.423898630108208,0
0.2237263382060281,0
0.06667076709534395,0
0.00406378505274236,0
0.5457619341827158,0
0.05926824627183116,0
0.09673737882127942,0
3.1844077297503646e-05,0
0.008801240024970349,0
0.046388743596452224,0
0.046736047257080124,0
0.1251774419257591,0
0.11859912944932269,0
0.11874797769068775,0
0.025352751126814965,0
0.010503225489212885,0
0.11411840849106406,0
0.03337979039050211,0
0.02749366848375017,0
0.11683638099796542,0
0.12402808505999459,0
0.03770616784744103,0
0.016305061180533847,0
0.27758220668044603,0
0.0034773919941805996,0
0.009358013361400658,0
0.06348909677341989,0
0.8724232722620894,0
0.020733752526665473,0
0.03259046579750546,0
0.019246116202895763,0
0.10570835476969383,0
0.026628067171985247,0
0.0037293650077116275,0
0.13458801192703013,0
0.009733389004870254,0
0.006207903403602654,0
0.01887723256059929,0
0.06085449465548316,0
0.18521080274287827,0
0.5618441074072531,0
0.06608414749229832,0
0.037392785489218726,0
0.0008883088832091818,0
0.0006901097616995767,0
0.19349999333756257,0
0.025268089550385904,0
0.006941713623404425,0
0.5014192454523595,0
1.2189515818506561e-08,0
0.21065853685761732,0
0.022810866300864367,0
0.09732303292773234,0
0.33289331700471025,0
0.022172057154732003,0
0.006500831594164476,0
0.03186153342463896,0
0.14117509349903773,0
0.06460397888806146,0
0.02205529945155447,0
0.44481528351386207,0
0.11305536664611326,0
0.024988056044743905,0
0.2099047690554184,0
0.029491578563891285,0
0.1124714486999105,0
0.059662222462080375,0
0.039105430952906646,0
0.0008456319110194651,0
0.04127042544982756,0
0.01081145877138078,0
0.005935731564763036,0
0.12631322825123828,0
0.03975976421723353,0
0.002621618979227592,0
0.16656193801409364,0
0.05351186993539777,0
0.15462257001274585,0
0.0002158916904783928,0
0.028318402842011287,0
